order_id,order_date,customer_id,amount,currency
c926d273-04ab-4238-8775-31715c27a9ef,2025-01-05 11:56:16,1996,186.46,USD
a1b4db54-79b2-4797-b29d-fdf17b6f3124,2025-03-22 01:00:48,5097,76.18,USD
0f2c0bfc-785d-4a54-9d84-29db42da8230,2025-02-04 07:56:07,3122,78.07,USD
fa55b569-2383-4531-8a66-5f6d5724a1e3,2025-01-31 00:00:51,4404,293.4,USD
07df081a-ed78-45dd-8d45-37e6c785b9d9,2025-01-06 15:06:13,1632,350.2,USD
c100da07-d3ee-4f22-a479-e7e61c5d4d67,2025-02-07 04:01:20,2547,171.42,USD
596e360e-cc86-4d1e-adbb-96a0b5bdd4d4,2025-03-10 15:52:25,1227,439.32,USD
7655f90e-e218-4d41-8343-51bd73962a05,2025-01-21 05:33:32,9728,393.29,USD
e58fa501-3424-406a-952d-bea0d1288a3e,2025-01-16 07:00:53,8741,145.96,USD
c561cb2e-9882-4587-87c6-eadca97e4ef1,2025-01-28 09:20:13,5970,485.76,USD
3324d256-ef0c-4854-a150-f12ff0834720,2025-01-05 16:40:11,3640,453.94,USD
43a50c1c-cf00-427b-92e3-f75a300632cf,2025-04-01 01:32:51,9113,302.81,USD
ff50e2f3-adce-42c8-a2a4-a89d8ccfde70,2025-01-09 14:20:51,8204,308.07,USD
2d3501aa-9b4e-40c1-8345-51695b4ca397,2025-03-13 21:29:13,5082,436.8,USD
f80528bb-623b-4081-a6d9-5ae5ad2e0d19,2025-03-28 02:51:37,3845,188.56,USD
cef83886-c56a-44f3-9a04-0594cc1196c7,2025-02-12 20:54:51,1007,376.86,USD
3619306c-6bb1-4cb6-8d0c-cf6d5e4966ca,2025-02-08 18:00:57,2183,298.24,USD
68606710-9ee8-4c1f-b7c4-65fed3ea546f,2025-03-01 14:52:46,7241,36.87,USD
7fbb5f13-7fcc-4c65-a803-e24c9bd5dc85,2025-01-22 08:35:43,3458,419.38,USD
5ee20bf9-01c0-4ba3-98e3-e77a65477f13,2025-03-28 11:38:27,3532,439.05,USD
43d98318-4a47-492a-a432-9094d5c204d9,2025-01-09 20:01:24,5178,244.05,USD
fb8e8e04-57db-4074-8b8f-d67281e53e2f,2025-03-05 21:12:12,7282,462.23,USD
f2451b4b-b650-4ac2-bf75-908a421a4f19,2025-02-12 12:01:38,1436,302.58,USD
8d5ee92c-5d16-4992-acb8-86f9513b7714,2025-02-09 14:25:39,7029,207.03,USD
1b74a3ed-11b2-4323-8367-46bbb118d192,2025-03-10 09:48:40,8354,294.37,USD
c513dd08-8624-4408-ab67-967eab133efe,2025-03-22 19:12:09,4595,309.48,USD
85aa8331-c3c1-4e80-8011-520b834e8a50,2025-03-11 14:00:53,4735,375.59,USD
cef1eda3-e0b7-4efe-84a5-4683984d0146,2025-04-02 03:12:55,3924,140.48,USD
25bee336-ec89-48a2-8f98-4bcd6de16bfa,2025-01-16 04:20:47,7977,138.55,USD
e3317bb5-bdbd-4b16-85b9-0bbae6824afc,2025-02-09 21:21:32,5745,277.49,USD
3851f088-fe59-42a1-8985-406d0302968f,2025-03-20 22:59:29,8321,316.07,USD
87ff065b-aedf-4b36-b382-85c1d27e61c0,2025-02-25 04:34:01,9883,452.97,USD
decb5679-8d58-4d28-9c19-304b58b34a9e,2025-02-26 06:23:00,8436,69.58,USD
2bd61c07-3c6d-490d-9071-c67a07da31df,2025-01-12 09:24:08,1559,63.89,USD
dc6d3059-3f11-448b-a3eb-f3f56d56ca9b,2025-03-02 22:54:42,8142,67.96,USD
a1d26cf9-0c84-4541-a8a0-ca2b04a1af3e,2025-01-05 14:00:25,9151,35.94,USD
6cf3a2a2-3a29-4770-8507-3e301981b807,2025-02-18 11:12:42,6086,208.19,USD
ef9da4f1-f9e1-41cd-b7af-3f9255bfc819,2025-02-25 11:22:26,9857,125.05,USD
